question_id,lesson_id,text,options,correct_answer,difficulty,explanation
q_440,lesson_008,You are applying for a loan with a co-applicant. How is Debt-To-Income Ratio (DTI) calculated?,"[""Using only your income"", ""Using combined income and debts"", ""Using higher income"", ""Using lower income""]",1,5,"For joint loans, Debt-To-Income Ratio (DTI) is calculated using combined income and combined debts."
q_441,lesson_008,Your Debt-To-Income Ratio (DTI) is 55%. What should you prioritize?,"[""Taking more loans"", ""Paying off existing debt"", ""Increasing spending"", ""Ignoring it""]",1,6,Prioritize paying off existing debt to lower Debt-To-Income Ratio (DTI) and reduce financial stress.
q_442,lesson_008,How does Debt-To-Income Ratio (DTI) relate to financial freedom?,"[""No relation"", ""Lower Debt-To-Income Ratio (DTI) means more disposable income"", ""Higher Debt-To-Income Ratio (DTI) means more freedom"", ""Debt-To-Income Ratio (DTI) is only for loans""]",1,5,"Lower Debt-To-Income Ratio (DTI) means more disposable income for savings and investments, leading to financial freedom."
q_443,lesson_008,"Your income is ₹90,000 and debts are ₹36,000. What is your Debt-To-Income Ratio (DTI)?","[""30%"", ""35%"", ""40%"", ""45%""]",2,4,"Debt-To-Income Ratio (DTI) = (36,000/90,000)*100 = 40%."
q_444,lesson_008,You have no income but have debt. What is your Debt-To-Income Ratio (DTI)?,"[""0%"", ""50%"", ""100%"", ""Undefined""]",3,5,"If income is zero, Debt-To-Income Ratio (DTI) is technically infinite or undefined, indicating severe financial stress."
q_445,lesson_008,Which debt should you pay off first to improve Debt-To-Income Ratio (DTI)?,"[""Smallest debt"", ""Highest interest debt"", ""Oldest debt"", ""Largest debt""]",1,5,Paying off highest interest debt saves money and reduces Debt-To-Income Ratio (DTI) faster.
q_446,lesson_008,Your Debt-To-Income Ratio (DTI) is 33%. Is this good for loan approval?,"[""Yes"", ""No"", ""Maybe"", ""Only for certain loans""]",0,4,Debt-To-Income Ratio (DTI) below 40% is generally good for loan approval.
q_447,lesson_008,How can you increase income to improve Debt-To-Income Ratio (DTI)?,"[""Take a part-time job"", ""Ask for raise"", ""Start a side business"", ""All of the above""]",3,5,Increasing income through various means can help lower Debt-To-Income Ratio (DTI).
q_448,lesson_008,Your Debt-To-Income Ratio (DTI) is 48%. What does this indicate?,"[""You are managing well"", ""You may be over-leveraged"", ""You have no debt"", ""You have high income""]",1,5,Debt-To-Income Ratio (DTI) near 50% indicates over-leverage and potential difficulty in managing debts.
q_449,lesson_008,"You have a loan with EMI ₹12,000 and income ₹60,000. What is your Debt-To-Income Ratio (DTI)?","[""15%"", ""20%"", ""25%"", ""30%""]",1,4,"Debt-To-Income Ratio (DTI) = (12,000/60,000) = 20%"
q_450,lesson_008,What is the ideal Debt-To-Income Ratio (DTI) for financial stability?,"[""0%"", ""Below 20%"", ""Below 40%"", ""Below 60%""]",2,5,A Debt-To-Income Ratio (DTI) below 40% is ideal for financial stability allowing room for savings and emergencies.
q_451,lesson_009,"Under Section 80C, what is the maximum deduction allowed?","[""₹1 lakh"", ""₹1.5 lakhs"", ""₹2 lakhs"", ""₹2.5 lakhs""]",1,5,"Section 80C allows maximum deduction of ₹1.5 lakhs for investments like PPF, ELSS, life insurance."
q_452,lesson_009,Which investment has the shortest lock-in period under Section 80C?,"[""PPF (15 years)"", ""NSC (5 years)"", ""ELSS (3 years)"", ""FD (5 years)""]",2,5,ELSS (Equity Linked Savings Scheme) has shortest lock-in of 3 years among 80C options.
q_453,lesson_009,What is the standard deduction for salaried employees?,"[""₹40,000"", ""₹50,000"", ""₹75,000"", ""₹1,00,000""]",1,5,"Standard deduction of ₹50,000 is available to all salaried employees."
q_454,lesson_009,You are in the 30% tax bracket and invest ₹1.5 lakhs in 80C. How much tax do you save?,"[""₹30,000"", ""₹36,000"", ""₹45,000"", ""₹46,800""]",3,6,"Tax saved = ₹1.5 lakhs × 30% = ₹45,000 + 4% cess = ₹46,'800."
q_455,lesson_009,"Your salary is ₹8 lakhs. You already have ₹50,000 PF deduction. How much more do you need to invest for full 80C benefit?","[""₹50,000"", ""₹75,000"", ""₹1 lakh"", ""₹1.5 lakhs""]",2,6,"80C limit ₹1.5 lakhs - ₹50,000 PF = ₹1 lakh more investment needed."
q_456,lesson_009,You have ₹15 lakh income and ₹5 lakh home loan interest. Should you choose the old or new tax regime?,"[""Old tax regime"", ""New tax regime"", ""Depends on 80C investments"", ""Always new regime""]",2,6,"With high home loan interest (₹2 lakh deduction) and 80C benefits, old regime likely better. Needs calculation."
q_457,lesson_009,You are a freelancer earning ₹12 lakhs with ₹3 lakhs expenses. How should you plan taxes?,"[""Declare full income"", ""Show ₹9 lakhs after expenses"", ""Form company for benefits"", ""Split income with family""]",1,7,"Legitimate business expenses can be deducted from gross income, reducing taxable income to ₹9 lakhs."
q_458,lesson_009,You have ₹10 lakh salary and full deductions under old regime. Should you switch to new regime?,"[""Yes, always"", ""No, never"", ""Depends on actual deductions"", ""Same tax in both""]",2,7,"Choice depends on actual deductions available. If deductions exceed ₹2.5 lakhs, old regime usually better."
q_459,lesson_009,You sell a property owned for 18 months for ₹20 lakhs. How is it taxed?,"[""Tax-free"", ""Short-term capital gains"", ""Long-term capital gains with indexation"", ""50% taxable""]",1,7,"Property held less than 24 months attracts short-term capital gains, taxed at slab rates."
q_460,lesson_009,An NRI relative gifts you ₹8 lakhs. What is the tax implication?,"[""Fully taxable"", ""Tax-free as gift"", ""Taxable above ₹50,000"", ""Depends on relationship""]",3,7,"Gifts from specified relatives (parents, spouse, siblings) are tax-free regardless of amount."
q_461,lesson_009,What is the basic exemption limit for individuals below 60 years?,"[""₹2.5 lakhs"", ""₹3 lakhs"", ""₹5 lakhs"", ""₹10 lakhs""]",0,4,Basic exemption limit is ₹2.5 lakhs for individuals below 60 years.
q_462,lesson_009,Which income is tax-free?,"[""Salary"", ""Interest from savings account"", ""Winnings from lottery"", ""Agricultural income""]",3,4,Agricultural income is generally tax-free in India.
q_463,lesson_009,What is TDS?,"[""Tax deducted at source"", ""Tax paid after return"", ""Tax on services"", ""Tax on goods""]",0,4,TDS is tax deducted at source by the payer on certain incomes.
q_464,lesson_009,How much interest from savings account is tax-free?,"[""₹10,000"", ""₹20,000"", ""₹50,000"", ""No limit""]",0,4,"Interest from savings account up to ₹10,000 is tax-free under Section 80TTA."
q_465,lesson_009,What is the due date for filing ITR for individuals?,"[""31st July"", ""31st March"", ""31st December"", ""31st October""]",0,4,The due date for filing ITR is typically 31st July of the assessment year.
q_466,lesson_009,Which document is needed for filing ITR?,"[""Form 16"", ""Aadhaar card"", ""Bank statements"", ""All of the above""]",3,4,"Form 16, Aadhar, and bank statements are commonly needed for ITR filing."
q_467,lesson_009,What is the penalty for late filing of ITR?,"[""No penalty"", ""₹1,000"", ""₹5,000"", ""₹10,000""]",2,4,"Penalty for late filing can be up to ₹5,000 under Section 234F."
q_468,lesson_009,Can you revise your ITR?,"[""No"", ""Yes, within a time limit"", ""Only if error is small"", ""Only for salaried""]",1,4,ITR can be revised within the assessment year or before completion of assessment.
q_469,lesson_009,What is the tax rate for long-term capital gains on equity?,"[""0%"", ""10%"", ""15%"", ""20%""]",2,4,Long-term capital gains on equity are taxed at 10% over ₹1 lakh.
q_470,lesson_009,How can you save tax on rent?,"[""HRA exemption"", ""Buy a house"", ""Pay less rent"", ""No way""]",0,4,HRA exemption allows tax saving on rent paid.
q_471,lesson_009,What is the maximum deduction for medical insurance under Section 80D?,"[""₹25,000"", ""₹50,000"", ""₹75,000"", ""₹1,00,000""]",1,5,"Under Section 80D, deduction up to ₹25,000 for self and family, and additional for parents."
q_472,lesson_009,You have a home loan. What deduction can you claim?,"[""Interest up to ₹2 lakhs"", ""Principal up to ₹1.5 lakhs"", ""Both"", ""None""]",2,5,"For home loan, interest up to ₹2 lakhs under Section 24 and principal up to ₹1.5 lakhs under 80C."
q_473,lesson_009,What is the tax on dividends?,"[""Tax-free"", ""Taxed at slab rates"", ""10%"", ""20%""]",1,5,Dividends are taxed at individual slab rates.
q_474,lesson_009,Can you claim deduction for education loan?,"[""No"", ""Yes, under Section 80E"", ""Only for children"", ""Only for self""]",1,5,Section 80E allows deduction for education loan interest for self or children.
q_475,lesson_009,What is the surcharge on income tax for high earners?,"[""5% for income above ₹50 lakhs"", ""10% for income above ₹1 crore"", ""15% for income above ₹2 crores"", ""All of the above""]",3,5,Surcharge applies at different rates for incomes above ₹50 lakhs
q_476,lesson_009,How is income from freelancing taxed?,"[""As business income"", ""As salary"", ""As capital gains"", ""Tax-free""]",0,5,"Freelancing income is taxed as business income under the head ""Profits and gains of business or profession""."
q_477,lesson_009,What is advance tax?,"[""Tax paid in advance"", ""Tax paid after return"", ""Tax on advance"", ""No such thing""]",0,5,"Advance tax is paid in installments during the year if tax liability exceeds ₹10,000"
q_478,lesson_009,When is advance tax due?,"[""15th June, 15th Sept, 15th Dec, 15th March"", ""31st March"", ""31st July"", ""30th April""]",0,5,"Advance tax is due on 15th June, 15th Sept, 15th Dec, and 15th March"
q_479,lesson_009,What is the penalty for not paying advance tax?,"[""No penalty"", ""Interest under Section 234B"", ""Fine of ₹10,000"", ""Imprisonment""]",1,5,Interest under Section 234B is levied if advance tax is not paid.
q_480,lesson_009,Can you claim deduction for donations?,"[""No"", ""Yes, under Section 80G"", ""Only to government"", ""Only to NGOs""]",1,5,Section 80G allows deduction for donations to specified funds and institutions.
q_481,lesson_009,What is the difference between financial year and assessment year?,"[""Financial year is income year, assessment year is tax filing year"", ""Same thing"", ""Financial year is tax filing year"", ""Assessment year is income year""]",0,4,"Financial year is when income is earned, assessment year is when tax is filed for that income."
q_482,lesson_009,How is income from house property calculated?,"[""Rental income minus municipal taxes and standard deduction"", ""Rental income only"", ""Rental income minus interest"", ""No tax""]",0,5,Income from house property is calculated as rental income minus municipal taxes and 30% standard deduction.
q_483,lesson_009,What is the tax rate for senior citizens?,"[""Same as others"", ""Higher exemption limit"", ""Lower rates"", ""No tax""]",1,4,Senior citizens (60-80 years) have higher exemption limit of ₹3 lakhs.
q_484,lesson_009,What is the tax rate for super senior citizens (80+ years)?,"[""₹5 lakhs exemption"", ""₹10 lakhs exemption"", ""No tax"", ""Same as others""]",0,4,Super senior citizens have exemption limit of ₹5 lakhs.
q_485,lesson_009,Can you carry forward losses?,"[""No"", ""Yes, for certain losses"", ""Only for business losses"", ""Only for capital losses""]",1,5,Certain losses like capital losses can be carried forward for 8 years.
q_486,lesson_009,What is the tax on mutual fund dividends?,"[""Tax-free"", ""Taxed at slab rates"", ""10%"", ""20%""]",1,5,Mutual fund dividends are taxed at individual slab rates.
q_487,lesson_009,How is ELSS taxed?,"[""Tax-free"", ""Long-term capital gains at 10%"", ""Short-term capital gains at 15%"", ""Not taxed""]",1,5,"ELSS is an equity fund, so long-term capital gains (after 1 year) are taxed at 10% over ₹1 lakh."
q_488,lesson_009,What is the tax on gold ETF?,"[""Tax-free"", ""Long-term capital gains at 20% with indexation"", ""Short-term at slab rates"", ""10%""]",1,5,"Gold ETF is a non-equity fund, so long-term capital gains (after 3 years) are taxed at 20% with indexation."
q_489,lesson_009,Can you claim deduction for health checkup?,"[""No"", ""Yes, up to ₹5,000 under Section 80D"", ""Yes, up to ₹10,000"", ""Only if hospitalized""]",1,5,"Section 80D allows deduction up to ₹5,000 for preventive health checkups."
q_490,lesson_009,What is the tax on cryptocurrency?,"[""Tax-free"", ""30% tax plus cess"", ""10% tax"", ""20% tax""]",1,5,"Cryptocurrency is taxed at 30% under the new rules,with no deductions except cost of acquisition."
q_491,lesson_009,How can you save tax for your children?,"[""Invest in their name"", ""No way"", ""Claim deductions"", ""Gift money""]",0,5,Investing in your children's name can save tax if their income is below exemption limit.
q_492,lesson_009,What is the clubbing of income?,"[""Combining income of family members"", ""Adding income from different sources"", ""No such thing"", ""Only for businesses""]",0,5,Clubbing provisions ensure that income transferred to minor children is taxed in the hands of the parent.
q_493,lesson_009,Can you claim deduction for travel expenses?,"[""No"", ""Yes, if for work"", ""Yes, under Section 80C"", ""Only for business owners""]",1,5,Travel expenses for work can be claimed as deduction if you are an employee with reimbursement or self-employed.
q_494,lesson_009,What is the tax on interest from fixed deposits?,"[""Tax-free"", ""Taxed at slab rates"", ""10% TDS"", ""20% TDS""]",1,5,"Interest from fixed deposits is taxed at slab rates, and TDS may apply if interest exceeds ₹40,000"
q_495,lesson_009,How can you avoid TDS on fixed deposits?,"[""Submit Form 15G/15H"", ""No way"", ""Avoid fixed deposits"", ""Take loan against FD""]",0,5,"If your income is below taxable limit, submit Form 15G/15H to avoid TDS."
q_496,lesson_009,What is the tax on PPF?,"[""Tax-free"", ""Taxed at withdrawal"", ""10% tax"", ""20% tax""]",0,5,"PPF is EEE (Exempt-Exempt-Exempt), so tax-free at investment, accrual and withdrawal"
q_497,lesson_009,Can you claim deduction for home loan if house is rented out?,"[""No"", ""Yes, interest deduction up to ₹2 lakhs"", ""Yes, but only for self-occupied"", ""Only for new house""]",1,5,"For rented house, interest deduction is available with no limit, but loss from house property is restricted to ₹2 lakhs."
q_498,lesson_009,What is the tax on gifts?,"[""Tax-free up to ₹50,000"", ""Tax-free from relatives"", ""Taxable above ₹50,000 from non-relatives"", ""All of the above""]",3,5,"Gifts from relatives are tax-free, from others taxable above ₹50,000"
q_499,lesson_009,How is income from bonds taxed?,"[""Tax-free"", ""Taxed at slab rates"", ""10%"", ""20%""]",1,5,Income from bonds is taxed at slab rates unless specified as tax-free.
q_500,lesson_009,What is the best way to plan taxes?,"[""Invest at year-end"", ""Plan early in the year"", ""Avoid investments"", ""Take loans""]",1,5,Plan taxes early in the year to make informed investments and avoid last-minute rush.
q_501,lesson_010,"Why is ₹1,000 today worth more than ₹1,000 next year?","[""Inflation reduces purchasing power"", ""Currency devaluation"", ""Government policy"", ""Bank charges""]",0,5,"Inflation reduces purchasing power over time, making today's money more valuable than future money."
q_502,lesson_010,"If inflation is 6% and your FD gives 7% return, what is your real return?","[""13%"", ""7%"", ""6%"", ""1%""]",3,5,Real return = Nominal return - Inflation = 7% - 6% = 1%.
q_503,lesson_010,What is the concept of getting interest on your interest called?,"[""Simple interest"", ""Compound interest"", ""Inflation"", ""Depreciation""]",1,5,Compound interest means earning interest on principal plus previously earned interest.
q_504,lesson_010,"Your investment doubles in 6 years. Using the Rule of 72, what is the approximate annual return?","[""8%"", ""10%"", ""12%"", ""15%""]",2,6,"The rule of 72 is a simple formula used in finance to estimate how many years it will take for an investment to double in value, given a fixed annual rate of return. Thus, Doubling time = 72/Interest rate. So rate = 72/6 = 12%."
q_505,lesson_010,"You have a choice: ₹10 lakhs today or ₹15 lakhs after 5 years. If you can invest at 9% annually, which is better?","[""₹10 lakhs today"", ""₹15 lakhs later"", ""Both equal"", ""Need more information""]",1,6,"₹10 lakhs at 9% for 5 years grows to ~₹15.4 lakhs, but ₹15 lakhs guaranteed is close enough to choose based on certainty."
q_506,lesson_010,"You are considering a car loan: ₹5 lakhs at 8% for 5 years vs paying cash. If you can invest at 12%, what is better?","[""Pay cash"", ""Take loan and invest"", ""Partial loan"", ""Depends on tax""]",1,6,"If investment returns (12%) exceed loan cost (8%), taking loan and investing difference is profitable."
q_507,lesson_010,"You are planning for retirement in 30 years. Should you start saving ₹10,000/month now or ₹30,000/month after 10 years?","[""Start now with ₹10,000"", ""Start after 10 years with ₹30,000"", ""Both same"", ""Depends on returns""]",0,7,Starting early with less amount usually wins due to compound effect over longer period.
q_508,lesson_010,Education costs ₹20 lakhs today growing at 10% annually. Your child needs it in 15 years. What will be the future cost?,"[""₹40 lakhs"", ""₹60 lakhs"", ""₹80 lakhs"", ""₹84 lakhs""]",3,7,"With 10% annual growth for 15 years, cost grows to approximately 4.2 times = ₹84 lakhs."
q_509,lesson_010,"You are offered a pension: ₹50,000/month for life starting at 60 OR ₹60 lakhs lumpsum at 60. If life expectancy is 80 years, which is better?","[""Monthly pension"", ""Lumpsum amount"", ""Depends on inflation"", ""Depends on investment returns""]",3,7,"Choice depends on expected investment returns. If you can generate >10% returns, lumpsum may be better."
q_510,lesson_010,Your company offers 15% annual raise for 3 years OR 50% immediate raise. You currently earn ₹10 lakhs. Which is better?,"[""15% annual raises"", ""50% immediate raise"", ""Both equal"", ""Depends on inflation""]",0,7,"15% compounded for 3 years = 52% total increase, but immediate raise gives more money now."
q_511,lesson_010,You invest ₹1 lakh at 8% annual compound interest. What will it be in 10 years?,"[""₹1.8 lakhs"", ""₹2.16 lakhs"", ""₹5 lakhs"", ""₹3 lakhs""]",1,5,"Using compound interest formula: ₹1,00,000*(1.08)^10= ₹2,15,892"
q_512,lesson_010,You need ₹50 lakhs in 20 years. How much should you invest monthly at 10% annual return?,"[""₹5,000"", ""₹10,000"", ""₹15,000"", ""₹20,000""]",0,6,"Using future value of annuity formula, approximately ₹5,000 per month needed."
q_513,lesson_010,What is the present value of ₹1 lakh received after 5 years at 10% discount rate?,"[""₹62,000"", ""₹75,000"", ""₹82,000"", ""₹90,000""]",0,5,"PV = ₹1,00,000 / (1.10)^5 ≈ ₹62,092"
q_514,lesson_010,"You have a loan with EMI of ₹10,000 at 12% for 5 years. What is the principal amount?","[""₹4.5 lakhs"", ""₹5 lakhs"", ""₹5.5 lakhs"", ""₹6 lakhs""]",0,6,"Using present value of annuity formula, principal ≈ ₹4.5 lakhs."
q_515,lesson_010,"Which is better: receiving ₹10,000 now or ₹11,000 after one year? Assume 10% return.","[""₹10,000 now"", ""₹11,000 later"", ""Both equal"", ""Depends""]",1,5,"₹10,000 now at 10% becomes ₹11,000 in one year, so both options are equal in terms of return. But ₹11,000 later is guaranteed as the rate ot return might change, so better choose the option of recieving the fixed amount after 1 year."
q_516,lesson_010,How does compounding frequency affect returns?,"[""No effect"", ""More frequent compounding gives higher returns"", ""Less frequent gives higher"", ""Depends on amount""]",1,5,More frequent compounding (e.g. quarterly vs annually) gives higher returns due to earlier interest earning.
q_517,lesson_010,You are saving for a down payment of ₹20 lakhs in 5 years. How much should you save annually at 8% return?,"[""₹3.2 lakhs"", ""₹3.4 lakhs"", ""₹3.6 lakhs"", ""₹4 lakhs""]",1,6,"Using future value of annuity formula, annual saving ≈ ₹3.4 lakhs."
q_518,lesson_010,What is the Rule of 72 used for?,"[""Calculating inflation"", ""Estimating doubling time"", ""Calculating tax"", ""Estimating risk""]",1,4,Rule of 72 estimates the time for an investment to double by dividing 72 by the annual return rate.
q_519,lesson_010,You have an option to invest in a bond paying 8% annually or a fund giving 7.5% quarterly. Which is better?,"[""Bond"", ""Fund"", ""Same"", ""Depends""]",1,5,"7.5% quarterly is equivalent to 7.5% compounded quarterly = 7.64% annually, so bond at 8% is better."
q_520,lesson_010,Why is time value of money important?,"[""It helps compare cash flows at different times"", ""It predicts stock market"", ""It reduces risk"", ""It avoids tax""]",0,5,Time value of money allows comparison of amounts received at different times by discounting or compounding.
q_521,lesson_010,You receive ₹1 lakh each year for 5 years. What is the present value at 10% discount rate?,"[""₹3.79 lakhs"", ""₹4.17 lakhs"", ""₹4.5 lakhs"", ""₹5 lakhs""]",0,5,"PV of annuity = ₹1,00,000 * [(1-(1.10)^-5)/0.10] ≈ ₹3,79,079"
q_522,lesson_010,You want to retire with ₹5 crores in 30 years. How much should you invest monthly at 12% return?,"[""₹15,000"", ""₹20,000"", ""₹25,000"", ""₹30,000""]",1,7,"Using future value of annuity formula, monthly investment ≈ ₹20,000"
q_523,lesson_010,"What is the future value of ₹1,000 invested monthly for 10 years at 9% annual return?","[""₹1.5 lakhs"", ""₹1.9 lakhs"", ""₹2.5 lakhs"", ""₹3 lakhs""]",1,6,"FV = ₹1,000 * [((1.0075)^120 - 1)/0.0075] ≈ ₹1,'91,000 (assuming monthly compounding)."
q_524,lesson_010,How does inflation affect your savings?,"[""Increases value"", ""Decreases purchasing power"", ""No effect"", ""Increases returns""]",1,5,"Inflation erodes the purchasing power of money over time, reducing the real value of savings."
q_525,lesson_010,You have a goal requiring ₹10 lakhs in 3 years. How much should you invest today at 10%?,"[""₹7.5 lakhs"", ""₹7.8 lakhs"", ""₹8 lakhs"", ""₹8.5 lakhs""]",0,5,"PV = ₹10,00,000 / (1.10)^3 ≈ ₹7,51,315"
q_526,lesson_010,What is the difference between simple and compound interest?,"[""Simple interest on principal only, compound on principal plus interest"", ""Simple is higher"", ""Compound is simpler"", ""No difference""]",0,4,"Simple interest is calculated only on principal, while compound interest includes interest on interest."
q_527,lesson_010,"You are offered ₹5,000 now or ₹5,500 after one year. If you can earn 8%, which is better?","[""₹5,000 now"", ""₹5,500 later"", ""Same"", ""Depends""]",1,5,"₹5,000 now at 8% becomes ₹5,400 in one year, so ₹5,500 later is better."
q_528,lesson_010,What is an annuity?,"[""A type of insurance"", ""A series of equal payments"", ""A loan"", ""A tax""]",1,4,An annuity is a series of equal payments made at regular intervals.
q_529,lesson_010,"You want to create a corpus of ₹1 crore in 20 years. What annual return do you need if you invest ₹20,000 monthly?","[""8%"", ""10%"", ""12%"", ""15%""]",2,6,"Using future value formula, approximately 12% return needed."
q_530,lesson_010,How does time affect compound interest?,"[""No effect"", ""Longer time increases effect"", ""Shorter time increases effect"", ""Time is irrelevant""]",1,5,"The longer the time, the more pronounced the effect of compound interest due to exponential growth."
q_531,lesson_010,You have a debt of ₹1 lakh to be paid in 2 years. How much should you set aside today at 7%?,"[""₹87,000"", ""₹90,000"", ""₹93,000"", ""₹95,000""]",0,5,"PV = ₹1,00,000 / (1.07)^2 ≈ ₹87,344"
q_532,lesson_010,What is the effective annual rate for 12% compounded monthly?,"[""12%"", ""12.68%"", ""13%"", ""13.5%""]",1,5,Effective rate = (1 + 0.12/12)^12 - 1 ≈ 12.68%.
q_533,lesson_010,You are saving for your child's education in 15 years. What is the best strategy?,"[""Invest in equity for long-term growth"", ""Keep in savings account"", ""Invest in gold"", ""Avoid investments""]",0,6,"Equity investments typically provide higher returns over long periods, beating inflation."
q_534,lesson_010,What is the impact of starting early on retirement savings?,"[""No impact"", ""You can save less monthly"", ""You need to save more"", ""It increases risk""]",1,6,Starting early allows you to save less per month due to compound growth over time.
q_535,lesson_010,"You need ₹30,000 per month for retirement for 20 years. How much corpus needed at 8% return?","[""₹30 lakhs"", ""₹40 lakhs"", ""₹50 lakhs"", ""₹60 lakhs""]",0,6,"Using present value of annuity formula, corpus ≈ ₹30 lakhs."
q_536,lesson_010,What is a perpetuity?,"[""A finite series of payments"", ""An infinite series of payments"", ""A one-time payment"", ""A loan""]",1,5,"A perpetuity is an infinite series of equal payments, like some bonds."
q_537,lesson_010,How does discount rate affect present value?,"[""Higher discount rate lowers present value"", ""Higher discount rate increases present value"", ""No effect"", ""Depends on time""]",0,5,Higher discount rate reduces present value because future cash flows are discounted more heavily.
q_538,lesson_010,"You have two investment options: A gives 10% return, B gives 11% but with higher risk. Which should you choose?","[""A"", ""B"", ""Depends on risk appetite"", ""Avoid both""]",2,5,Choice depends on your risk tolerance; higher return usually comes with higher risk.
q_539,lesson_010,"What is the future value of ₹10,000 invested for 5 years at 10% simple interest?","[""₹15,000"", ""₹16,000"", ""₹16,105"", ""₹17,000""]",0,4,"Simple interest: ₹10,000 * 0.10 * 5 = ₹5,000 interest, so total ₹15,000"
q_540,lesson_010,"What is the future value of ₹10,000 invested for 5 years at 10% compound interest?","[""₹15,000"", ""₹16,000"", ""₹16,105"", ""₹17,000""]",2,4,"Compound interest: ₹10,000 * (1.10)^5 = ₹16,105"
q_541,lesson_010,You want to buy a car in 5 years costing ₹10 lakhs. How much should you save monthly at 8% return?,"[""₹13,000"", ""₹14,000"", ""₹15,000"", ""₹16,000""]",0,6,"Monthly saving ≈ ₹13,000 using future value of annuity formula."
q_542,lesson_010,What is the rule of 69?,"[""Similar to Rule of 72 but for continuous compounding"", ""For tax calculation"", ""For inflation"", ""No such rule""]",0,5,"Rule of 69 is used for continuous compounding, but Rule of 72 is more common. The rule of 69 states that you divide 69 by the annual interest rate (expressed as a percentage) to get an approximate number of years needed for the investment to double. "
q_543,lesson_010,How does inflation impact retirement planning?,"[""No impact"", ""Increases the corpus needed"", ""Decreases corpus needed"", ""Only affects taxes""]",1,5,Inflation increases future costs so you need a larger corpus to maintain purchasing power.
q_544,lesson_010,You are 25 years old. How much should you save monthly for retirement at 60 with ₹2 crores corpus at 10% return?,"[""₹5,000"", ""₹7,000"", ""₹9,000"", ""₹11,000""]",0,7,"Monthly saving ≈ ₹5,000 for 35 years at 10% return."
q_545,lesson_010,"What is the present value of a perpetuity of ₹10,000 per year at 8% discount rate?","[""₹1.25 lakhs"", ""₹1.5 lakhs"", ""₹2 lakhs"", ""₹2.5 lakhs""]",0,5,"PV = Annual payment / discount rate = ₹10,000/0.08 = ₹1,25,000"
q_546,lesson_010,"You have an annuity paying ₹20,000 per month for 20 years. What is the present value at 9% discount rate?","[""₹24 lakhs"", ""₹26 lakhs"", ""₹28 lakhs"", ""₹30 lakhs""]",0,6,PV ≈ ₹24 lakhs using present value of annuity formula.
q_547,lesson_010,What is the difference between nominal and real return?,"[""Nominal includes inflation, real excludes"", ""Real includes inflation"", ""No difference"", ""Nominal is after tax""]",0,5,"Nominal return is the stated return, while real return is adjusted for inflation."
q_548,lesson_010,"You are comparing two loans: Loan A has 10% interest, Loan B has 9.5% but with fees. Which is better?","[""Loan A"", ""Loan B"", ""Compare effective interest rate"", ""Always choose lower rate""]",2,5,Compare the effective interest rate including fees to determine the better loan.
q_549,lesson_010,How does compounding work in a recurring deposit?,"[""Simple interest"", ""Compound interest"", ""No interest"", ""Only on maturity""]",1,5,Recurring deposits typically compound interest quarterly.
q_550,lesson_010,What is the key takeaway of time value of money?,"[""Money today is worth more than future money"", ""Money future is worth more"", ""No difference"", ""Only for investments""]",0,5,Time value of money emphasizes that money available today is worth more than the same amount in the future due to earning potential.
q_551,lesson_011,What makes a loan 'secured'?,"[""Government guarantee"", ""Collateral asset backing"", ""Insurance coverage"", ""Fixed interest rate""]",1,5,Secured loans are backed by collateral (asset) that bank can claim if you default.
q_552,lesson_011,Which of these is typically NOT a secured loan?,"[""Home loan"", ""Car loan"", ""Credit card debt"", ""Gold loan""]",2,5,Credit card debt is unsecured - no specific asset backs it. Others have collateral.
q_553,lesson_011,What is the main advantage of secured loans over unsecured loans?,"[""No documentation"", ""Lower interest rates"", ""No credit check"", ""Faster approval""]",1,5,Secured loans have lower interest rates because collateral reduces lender's risk.
q_554,lesson_011,You need ₹5 lakhs urgently. You own gold worth ₹8 lakhs. What is your best option?,"[""Sell gold"", ""Gold loan"", ""Personal loan"", ""Credit card""]",1,6,"Gold loan preserves asset ownership, offers lower rates than personal loan, and gold value may appreciate."
q_555,lesson_011,"When is taking a home loan better than paying cash, even if you have money?","[""Always better"", ""Never better"", ""When investment returns exceed loan rate"", ""Only for tax benefits""]",2,6,"If you can invest at higher returns than loan interest rate, leveraging makes financial sense."
q_556,lesson_011,What is the risk of using your home as collateral for a business loan?,"[""No risk if business is good"", ""Could lose home if business fails"", ""Interest rates increase"", ""Property value decreases""]",1,6,Using home as collateral means risking primary residence if business loan defaults.
q_557,lesson_011,You have a property worth ₹1 crore with an existing loan of ₹30 lakhs. You need ₹20 lakhs for child's education. What is the best approach?,"[""Education loan in child's name"", ""Top-up home loan"", ""Loan against property"", ""Personal loan""]",1,7,Top-up on existing home loan typically offers lowest rates and longer tenure for education needs.
q_558,lesson_011,You are a businessman with fluctuating income and need working capital. You have ₹50 lakh property. Should you take a secured loan or overdraft?,"[""Secured loan always"", ""Overdraft facility better"", ""Combination of both"", ""Neither, use unsecured""]",1,7,"Overdraft against property suits fluctuating income - pay interest only on used amount, flexibility in repayment."
